GO	term	class	p	p_corr	n_genes	n_study	n_go	study_genes	per	class_label
GO:0009055	electron transfer activity	molecular_function	5.121656435692994e-10	4.6511042506637e-08	31	4582	46	['ADH5', 'P4HA2', 'COX5A', 'MAOB', 'GLDC', 'NCF1', 'FDX1', 'AOC2', 'ETFA', 'GPX2', 'ETFDH', 'ASPH', 'ETFB', 'CYCS', 'AKR7A3', 'NCF2', 'ALDH4A1', 'AKR1C4', 'ALDH2', 'IDH3B', 'GFUS', 'NQO2', 'QDPR', 'AKR1B1', 'ME1', 'ME2', 'PHGDH', 'SDHA', 'GSR', 'AKR7A2', 'NDUFA4']	0.6521739130434783	Molecular Function
GO:0050840	extracellular matrix binding	molecular_function	7.148427999408173e-10	6.231999529884045e-08	14	4582	14	['THSD1', 'ITGAV', 'CD248', 'ADGRG1', 'ITGB3', 'SSC5D', 'SMOC2', 'CLEC14A', 'VEGFA', 'FBLN2', 'VTN', 'ADGRG6', 'SMOC1', 'DMP1']	1.0	Molecular Function
GO:0043394	proteoglycan binding	molecular_function	7.148427999408173e-10	6.231999529884045e-08	14	4582	14	['COL2A1', 'CTSB', 'FN1', 'ADA2', 'SLIT2', 'COL5A1', 'CTSL', 'CTSK', 'FCN2', 'NID1', 'CTSS', 'THBS1', 'ZG16B', 'COMP']	1.0	Molecular Function
GO:0005044	scavenger receptor activity	molecular_function	1.3842011563053724e-09	1.1830848706539449e-07	20	4582	25	['MSR1', 'SCARF1', 'SSC5D', 'COLEC12', 'SSC4D', 'STAB2', 'CD6', 'MEGF6', 'SCARF2', 'AGER', 'CD36', 'CD163L1', 'SCARA5', 'LRP1', 'CXCL16', 'DMBT1', 'MEGF10', 'CD163', 'LGALS3BP', 'STAB1']	0.8	Molecular Function
GO:0004222	metalloendopeptidase activity	molecular_function	1.794660132938539e-09	1.5044083691305943e-07	50	4582	101	['MEP1A', 'MEP1B', 'MMP25', 'PAPPA2', 'BMP1', 'PRSS2', 'NLN', 'TRABD2A', 'KLK7', 'CLCA4', 'TRABD2B', 'ADAM19', 'THOP1', 'CLCA1', 'ZMPSTE24', 'NRDC', 'ADAMTS4', 'CLCA2', 'ADAMTS2', 'ADAMTS1', 'ADAMDEC1', 'PMPCB', 'ADAM23', 'PITRM1', 'ADAM15', 'ADAM9', 'TLL1', 'PAPPA', 'ADAM17', 'ADAMTS13', 'ADAMTS8', 'ADAMTS5', 'IDE', 'ADAM11', 'MME', 'MMP2', 'MMP3', 'MMP1', 'MMP7', 'MMP8', 'ECE1', 'MMP9', 'MMP11', 'ACE', 'ADAM8', 'ADAM10', 'MMP14', 'MMP19', 'ADAM12', 'ADAM22']	0.49504950495049505	Molecular Function
GO:0043236	laminin binding	molecular_function	2.01015026949369e-09	1.6226379675412953e-07	15	4582	16	['GPC1', 'ADGRG6', 'DAG1', 'ITGB1', 'SSC5D', 'ACHE', 'NID1', 'AGRN', 'CTSS', 'THBS1', 'ADAM9', 'LGALS1', 'LGALS3', 'LRRC15', 'BCAM']	0.9375	Molecular Function
GO:0030021	extracellular matrix structural constituent conferring compression resistance	molecular_function	2.01015026949369e-09	1.6226379675412953e-07	15	4582	16	['DCN', 'PRG4', 'OGN', 'HSPG2', 'LUM', 'PODN', 'PRELP', 'ASPN', 'ACAN', 'PRG2', 'VCAN', 'BGN', 'PRG3', 'FMOD', 'HAPLN1']	0.9375	Molecular Function
GO:0001540	amyloid-beta binding	molecular_function	2.104704878427442e-09	1.668074284557313e-07	39	4582	71	['EPHB2', 'MSR1', 'CRYAB', 'LDLRAP1', 'HSPG2', 'CLU', 'ACHE', 'LILRB2', 'AGER', 'CD36', 'INSR', 'CST3', 'LRP1', 'NGFR', 'BACE1', 'C1QA', 'CD74', 'APOA1', 'PFDN1', 'PFDN2', 'PFDN4', 'PFDN5', 'ITM2C', 'ITGA2', 'APOE', 'ATP1A3', 'CLSTN1', 'ITGAM', 'ITM2B', 'PFDN6', 'PGRMC1', 'ITGB2', 'PICALM', 'MARCO', 'LDLR', 'VBP1', 'PRNP', 'EPHA4', 'SORL1']	0.5492957746478874	Molecular Function
GO:0003729	mRNA binding	molecular_function	2.353204647622292e-09	1.8317176891045663e-07	96	4582	246	['RIDA', 'RPL24', 'ATXN2L', 'TPR', 'LUC7L3', 'MRPL12', 'RPS2', 'RPS3', 'EIF4A3', 'RPS5', 'PARK7', 'RPS13', 'NCBP1', 'HDLBP', 'SSB', 'RPS26', 'PTBP1', 'ADARB2', 'HNRNPAB', 'DDX3X', 'HNRNPL', 'DDX5', 'LSM1', 'DDX6', 'HNRNPK', 'STAU1', 'DHX9', 'CIRBP', 'CSDE1', 'RBM25', 'DDX50', 'XPO5', 'SUPT5H', 'G3BP2', 'PURB', 'EIF2S2', 'RBM14', 'RBM15B', 'PKM', 'C1QBP', 'HNRNPA0', 'DDX23', 'RBM8A', 'CLUH', 'DDX39B', 'DDX17', 'SRSF1', 'SRSF2', 'FMR1', 'SRSF3', 'NUDT16', 'SRSF5', 'SRSF7', 'TRA2B', 'CALR', 'NUDT21', 'CPSF6', 'RBM3', 'NUP98', 'THOC2', 'PABPC1', 'SF1', 'CNBP', 'LRPPRC', 'IGF2BP1', 'SF3B1', 'KHDRBS1', 'G3BP1', 'CELF1', 'LUC7L2', 'EIF4A1', 'SF3B6', 'EIF4G1', 'EIF4G2', 'SLPI', 'CSTF3', 'ELAVL1', 'ALYREF', 'LSM14A', 'RPL35', 'EIF4G3', 'SNRNP70', 'RPL13A', 'EIF2A', 'DDX21', 'DDX39A', 'SRRM2', 'PCBP1', 'PCBP2', 'LSM8', 'CAPRIN1', 'MRPL1', 'RPL7', 'AQR', 'HNRNPR', 'CPSF7']	0.3902439024390244	Molecular Function
GO:0031994	insulin-like growth factor I binding	molecular_function	3.2207822017031438e-09	2.463050810039299e-07	13	4582	13	['IGFBP5', 'IGFBP6', 'LRP2', 'ITGAV', 'ITGA6', 'ITGB3', 'ITGB4', 'IGF1R', 'INSR', 'IGFBP1', 'IGFBP2', 'IGFBP3', 'IGFBP4']	1.0	Molecular Function
GO:0030020	extracellular matrix structural constituent conferring tensile strength	molecular_function	6.0586324118983125e-09	4.5533756350801283e-07	27	4582	42	['COL2A1', 'COL3A1', 'COL4A1', 'COL4A2', 'COL5A1', 'COL5A2', 'COL6A1', 'COL6A2', 'COL6A3', 'COL18A1', 'COL24A1', 'COL9A1', 'COL9A2', 'COL10A1', 'COL11A1', 'COL11A2', 'COL12A1', 'COL15A1', 'COL16A1', 'COL17A1', 'COL6A6', 'COL21A1', 'COL6A5', 'COL5A3', 'COL14A1', 'COL1A1', 'COL1A2']	0.6428571428571429	Molecular Function
GO:0038024	cargo receptor activity	molecular_function	1.4423197813936464e-08	1.0656054113720178e-06	20	4582	27	['SORT1', 'MSR1', 'MRC1', 'VLDLR', 'LYVE1', 'MIA3', 'STAB2', 'CD36', 'SURF4', 'INSR', 'CD44', 'DAB2', 'LRP1', 'LRP2', 'CD320', 'CUBN', 'ITGAM', 'ITGB2', 'MARCO', 'SORL1']	0.7407407407407407	Molecular Function
GO:0045499	chemorepellent activity	molecular_function	1.649508299935463e-08	1.1983677799031139e-06	19	4582	25	['SEMA3A', 'SEMA6C', 'SEMA6B', 'SEMA3F', 'DPP4', 'SEMA4D', 'SEMA3D', 'SEMA4B', 'SEMA6D', 'SEMA7A', 'SEMA3B', 'SEMA5A', 'APOA1', 'SEMA6A', 'SEMA3G', 'SEMA4A', 'SEMA4G', 'EPHA7', 'SEMA4C']	0.76	Molecular Function
GO:0004177	aminopeptidase activity	molecular_function	1.7953892300157856e-08	1.2622744602643241e-06	18	4582	23	['TRHDE', 'ANPEP', 'BLMH', 'RNPEP', 'METAP1', 'TPP2', 'ERAP2', 'CTSH', 'ERAP1', 'ENPEP', 'METAP2', 'LNPEP', 'PLBD1', 'NPEPPS', 'LTA4H', 'XPNPEP1', 'XPNPEP2', 'DNPEP']	0.782608695652174	Molecular Function
GO:0048027	mRNA 5'-UTR binding	molecular_function	1.7953892300157856e-08	1.2622744602643241e-06	18	4582	23	['RPS14', 'CCT5', 'SHMT1', 'LARP1', 'DHX36', 'RSL1D1', 'RPL5', 'RPS3A', 'GNL3', 'IGF2BP3', 'SYNCRIP', 'IGF2BP1', 'DDX3X', 'MYH10', 'NCL', 'RPS7', 'FMR1', 'RPS13']	0.782608695652174	Molecular Function
GO:1990756	ubiquitin-like ligase-substrate adaptor activity	molecular_function	2.5372421550962674e-08	1.755529929216608e-06	8	4582	148	['PDCD6', 'FBXO7', 'SKP1', 'SH3BGRL', 'KLHL41', 'DCAF13', 'UBR4', 'PEF1']	0.05405405405405406	Molecular Function
GO:0004714	transmembrane receptor protein tyrosine kinase activity	molecular_function	3.195683913873466e-08	2.1430747970114517e-06	21	4582	30	['EPHB4', 'TYRO3', 'DDR1', 'ERBB2', 'FLT1', 'ERBB4', 'FLT3', 'FLT4', 'TIE1', 'EGFR', 'PDGFRA', 'AXL', 'NTRK3', 'ROR1', 'DDR2', 'KDR', 'RET', 'MERTK', 'TEK', 'KIT', 'EPHA1']	0.7	Molecular Function
GO:0005504	fatty acid binding	molecular_function	3.195683913873466e-08	2.1430747970114517e-06	21	4582	31	['ADH5', 'GSTM2', 'GSTP1', 'RBP5', 'ACOX1', 'RBP1', 'RBP2', 'ALB', 'APOC1', 'NDUFAB1', 'PTGDS', 'CRABP1', 'CRABP2', 'ACOX2', 'FABP4', 'FABP1', 'FABP2', 'GSTA1', 'FABP5', 'FABP6', 'FABP7']	0.6774193548387096	Molecular Function
GO:0003823	antigen binding	molecular_function	6.435531031471788e-08	4.189084459959047e-06	15	4582	89	['FCN3', 'IL7R', 'SLAMF1', 'FCN1', 'FCN2', 'C3', 'C4A', 'C4B', 'LILRA1', 'LILRA2', 'IGLL5', 'IGLL1', 'ABO', 'GP2', 'LAG3']	0.16853932584269662	Molecular Function
GO:0001851	complement component C3b binding	molecular_function	6.534933316751898e-08	4.189084459959047e-06	11	4582	11	['CR1', 'CFH', 'ITGAM', 'CFHR1', 'CFHR2', 'ITGB2', 'PHB1', 'CFHR5', 'VSIG4', 'CFHR4', 'CFHR3']	1.0	Molecular Function
GO:0048407	platelet-derived growth factor binding	molecular_function	6.534933316751898e-08	4.189084459959047e-06	11	4582	11	['COL2A1', 'COL3A1', 'COL4A1', 'PDGFA', 'PDGFB', 'PDGFRA', 'PDGFRB', 'COL5A1', 'COL6A1', 'COL1A1', 'COL1A2']	1.0	Molecular Function
GO:0031072	heat shock protein binding	molecular_function	6.852690153068254e-08	4.329112518438336e-06	28	4582	49	['CDC37', 'TPR', 'EEF1D', 'STUB1', 'GPR37', 'DNAJB6', 'DNAJC9', 'PDXP', 'TOMM34', 'HSPA13', 'APOA1', 'APOA2', 'LMAN2', 'DNAJC7', 'ITGAM', 'HSPA1A', 'ITGB2', 'HSPA2', 'PPID', 'HSPA5', 'HSPA6', 'FKBP4', 'FKBP5', 'HSPA8', 'HSPA9', 'FAF1', 'HTT', 'HSP90AB1']	0.5714285714285714	Molecular Function
GO:0098632	cell-cell adhesion mediator activity	molecular_function	1.447459499236979e-07	9.013537081677131e-06	24	4582	39	['CNTN4', 'ROBO4', 'NPTN', 'CLSTN3', 'NRCAM', 'BSG', 'CNTN5', 'CD47', 'ESAM', 'NFASC', 'LRRC4B', 'CLSTN2', 'SIRPA', 'CTNND1', 'CLSTN1', 'LRRC4', 'NEXN', 'PALLD', 'JAM3', 'PLXNB3', 'CNTN2', 'CNTN6', 'CNTN1', 'CD200']	0.6153846153846154	Molecular Function
GO:0005161	platelet-derived growth factor receptor binding	molecular_function	1.4996793555418244e-07	9.20718635324903e-06	12	4582	13	['IL1R1', 'PDGFA', 'PDGFB', 'VEGFD', 'PDGFRA', 'PDGFRB', 'PTPRJ', 'PDGFC', 'ITGB3', 'PDGFD', 'VEGFA', 'ITGA5']	0.9230769230769231	Molecular Function
GO:0015026	coreceptor activity	molecular_function	1.5513005252188322e-07	9.391831929762345e-06	29	4582	52	['HJV', 'RGMA', 'IL10RB', 'RGMB', 'LIFR', 'TGFBR3', 'ERBB2', 'FCRL1', 'ROR1', 'NECTIN1', 'NECTIN2', 'NGFR', 'LRP6', 'LRP5', 'IL17RC', 'FCRL5', 'LBP', 'LY96', 'ITGA4', 'IL1RAP', 'ITGAV', 'ENG', 'ITGB1', 'IL2RG', 'ITGB3', 'IL6ST', 'CDON', 'LILRA4', 'NRP1']	0.5576923076923077	Molecular Function
GO:0050750	low-density lipoprotein particle receptor binding	molecular_function	1.6038096801851604e-07	9.576721090311115e-06	18	4582	25	['AP2A1', 'DNAJA1', 'CLU', 'LDLRAP1', 'APOA5', 'LANCL1', 'HSPG2', 'SYT1', 'PICALM', 'MESD', 'HSP90B1', 'APOB', 'AP2M1', 'CRP', 'PCSK9', 'APOE', 'CLTC', 'APP']	0.72	Molecular Function
GO:0030215	semaphorin receptor binding	molecular_function	1.9297041178972351e-07	1.1367000337721687e-05	17	4582	23	['SEMA7A', 'SEMA3A', 'SEMA6C', 'SEMA6B', 'SEMA3F', 'SEMA4D', 'SEMA5A', 'SEMA3D', 'SEMA4B', 'SEMA4G', 'SEMA6A', 'PLXNB1', 'SEMA3G', 'SEMA4A', 'SEMA3B', 'SEMA4C', 'SEMA6D']	0.7391304347826086	Molecular Function
GO:0030169	low-density lipoprotein particle binding	molecular_function	2.425129992410361e-07	1.4094855515889018e-05	14	4582	17	['MSR1', 'SCARF1', 'COLEC12', 'LDLR', 'PLTP', 'THBS1', 'CD36', 'CDH13', 'LIPC', 'STAB2', 'CRP', 'PCSK9', 'SORL1', 'STAB1']	0.8235294117647058	Molecular Function
GO:0050786	RAGE receptor binding	molecular_function	2.9428639995320385e-07	1.6659667758389813e-05	10	4582	10	['S100A4', 'S100A7', 'S100A8', 'S100A9', 'HMGB1', 'S100A12', 'HMGB2', 'S100B', 'S100A13', 'APP']	1.0	Molecular Function
GO:0008236	serine-type peptidase activity	molecular_function	3.3334725329900823e-07	1.8628983040133035e-05	35	4582	70	['DPP7', 'KLK11', 'TPSAB1', 'CFD', 'DPP4', 'HGFAC', 'PRSS2', 'FAP', 'PRSS3', 'RELN', 'KLK7', 'PRSS8', 'HTRA1', 'KLK10', 'PRTN3', 'PRSS57', 'TMPRSS13', 'HTRA2', 'PREP', 'TPP1', 'HPN', 'FURIN', 'CMA1', 'TMPRSS11D', 'C1R', 'ENDOU', 'KLK5', 'PLG', 'KLK3', 'CFI', 'CTSG', 'KLKB1', 'F7', 'F11', 'ST14']	0.5	Molecular Function
GO:0004888	transmembrane signaling receptor activity	molecular_function	6.080528489457183e-07	3.3550662893093494e-05	65	4582	165	['NPC1', 'A1BG', 'SCARF1', 'SELE', 'HAVCR2', 'GP6', 'MRC1', 'TGFBR3', 'SEMA4D', 'PLA2R1', 'LYVE1', 'ERBB2', 'ERBB3', 'LILRA1', 'LILRB3', 'FCRL1', 'NRXN3', 'ANTXR2', 'KREMEN1', 'NRXN1', 'NRXN2', 'EGFR', 'PIGR', 'SPN', 'CD300LF', 'CD27', 'MRC2', 'TNFRSF8', 'AGER', 'CD300A', 'ICAM1', 'PECAM1', 'LAG3', 'LAIR1', 'CD44', 'DNER', 'CLEC1B', 'TREM1', 'NGFR', 'ANTXR1', 'CD300LG', 'ADGRE5', 'TNFRSF19', 'FCRL5', 'TNFRSF11A', 'IGSF1', 'BCAM', 'DCC', 'LY75', 'IL1R1', 'CR2', 'PLXNB2', 'SLAMF1', 'M6PR', 'MARCO', 'LILRB5', 'TREML1', 'FCAMR', 'LEPR', 'NOTCH1', 'MILR1', 'IL27RA', 'LRP8', 'SORL1', 'FCMR']	0.3939393939393939	Molecular Function
GO:0001786	phosphatidylserine binding	molecular_function	7.650610740288377e-07	4.16862652711463e-05	29	4582	56	['MFGE8', 'THBS1', 'APPL2', 'TIMD4', 'CD300LF', 'GAP43', 'ANXA1', 'ANXA2', 'AXL', 'GSDMD', 'ANXA3', 'ANXA4', 'ANXA5', 'ANXA6', 'ANXA7', 'ANXA11', 'CD300A', 'GAS6', 'C1QA', 'C1QB', 'C1QC', 'CPNE1', 'ADGRG1', 'APPL1', 'HMGB1', 'GSDMA', 'MME', 'SCIN', 'CAVIN2']	0.5178571428571429	Molecular Function
GO:0005179	hormone activity	molecular_function	7.863636091692518e-07	4.2318012004552704e-05	39	4582	83	['GH1', 'VGF', 'ADM', 'GIP', 'AMH', 'NPPA', 'NPPB', 'IGF1', 'FBN1', 'FBN2', 'ADIPOQ', 'CALCA', 'PPY', 'BMP10', 'AVP', 'INHA', 'INHBA', 'INHBB', 'GDF15', 'INS', 'METRNL', 'AGT', 'REG3A', 'REG1A', 'REG1B', 'GCG', 'GAST', 'HAMP', 'CHGB', 'SST', 'CRH', 'LEP', 'CCN3', 'KNG1', 'EDN3', 'CCK', 'PRL', 'FBN3', 'BGLAP']	0.46987951807228917	Molecular Function
GO:0019955	cytokine binding	molecular_function	8.061201345028534e-07	4.285216666216997e-05	21	4582	34	['GHR', 'LIFR', 'IL13RA1', 'CSF1R', 'CSF2RA', 'PARK7', 'TNFRSF14', 'ELANE', 'GBP1', 'CD74', 'ADAM17', 'TNFRSF11A', 'OSMR', 'KIT', 'IL2RG', 'IL5RA', 'LEPR', 'IL6ST', 'CNTFR', 'IFNAR1', 'IFNAR2']	0.6176470588235294	Molecular Function
GO:0043395	heparan sulfate proteoglycan binding	molecular_function	8.349875823315964e-07	4.3329891325993195e-05	12	4582	14	['CFH', 'LRP1', 'APP', 'HRG', 'PTPRS', 'SEMA5A', 'AGRN', 'AZU1', 'LPL', 'ITGA2', 'APOE', 'COMP']	0.8571428571428571	Molecular Function
GO:0005041	low-density lipoprotein particle receptor activity	molecular_function	8.349875823315964e-07	4.3329891325993195e-05	12	4582	14	['LRP1', 'LRP2', 'LRP6', 'LRP1B', 'VLDLR', 'LDLR', 'CXCL16', 'CD36', 'STAB2', 'LRP8', 'SORL1', 'STAB1']	0.8571428571428571	Molecular Function
GO:0098641	cadherin binding involved in cell-cell adhesion	molecular_function	8.660649104831497e-07	4.4413846409365295e-05	14	4582	18	['TRIM29', 'KRT18', 'PDLIM1', 'TMOD3', 'EPCAM', 'RAB10', 'S100A11', 'ANXA1', 'ANXA2', 'CNN3', 'PDLIM5', 'PKP3', 'BAIAP2', 'PPP1CA']	0.7777777777777778	Molecular Function
GO:0070628	proteasome binding	molecular_function	9.034348349978718e-07	4.5791540066927014e-05	13	4582	16	['ECPAS', 'DNAJB2', 'PSMD14', 'ADRM1', 'ZFAND1', 'USP14', 'BAG6', 'PSMG1', 'UCHL5', 'PSMF1', 'UBAC1', 'RAD23A', 'RAD23B']	0.8125	Molecular Function
GO:0000287	magnesium ion binding	molecular_function	1.1027793910812204e-06	5.5253050180724594e-05	64	4582	164	['NUDT19', 'EPHX2', 'ENOSF1', 'XYLT2', 'STK4', 'DHX36', 'REXO2', 'MSH6', 'RAN', 'S100P', 'FARSA', 'ADPRS', 'RHEB', 'ILK', 'NUDT5', 'NUDT3', 'NUDT16', 'IMPA1', 'PDCD6', 'CLYBL', 'GCLC', 'HPGDS', 'MTHFD2', 'TKT', 'HPRT1', 'STK26', 'POLR2A', 'FEN1', 'DUT', 'PRKACB', 'XXYLT1', 'PDXP', 'TPPP', 'UBA2', 'FARSB', 'PRTFDC1', 'GNAI1', 'TREX2', 'HMGCL', 'MSH2', 'RP2', 'OXSR1', 'IDH1', 'IDH2', 'IDH3A', 'PSPH', 'IDH3G', 'IDI1', 'NME1', 'PGP', 'SNCA', 'DCTPP1', 'ME1', 'ITGB1', 'CDC42BPB', 'PLSCR1', 'PCK1', 'TOP2A', 'PGM1', 'TUFM', 'PDXK', 'ALPI', 'GSS', 'ALPP']	0.3902439024390244	Molecular Function
GO:0004930	G protein-coupled receptor activity	molecular_function	1.1593208607390995e-06	5.742590490865607e-05	20	4582	214	['ADGRG3', 'ADGRG2', 'GPR37', 'ADGRB2', 'ADGRB3', 'ADGRG1', 'LANCL1', 'ADGRL1', 'ADGRE5', 'GPRC5C', 'ADGRF5', 'ADGRE1', 'ADGRL2', 'ADGRG6', 'ADGRA2', 'ADGRD1', 'NPY', 'ADGRL3', 'ADGRA3', 'ADGRL4']	0.09345794392523364	Molecular Function
GO:0030023	extracellular matrix constituent conferring elasticity	molecular_function	1.325028859618733e-06	6.489663819188828e-05	9	4582	9	['EMILIN2', 'EMILIN3', 'LAMC1', 'EMILIN1', 'FBLN5', 'ELN', 'FBLN2', 'FBN1', 'FBN2']	1.0	Molecular Function
GO:0000146	microfilament motor activity	molecular_function	1.4472276220209204e-06	7.009405782654658e-05	23	4582	40	['MYO1G', 'MYH1', 'MYH2', 'MYH3', 'MYH4', 'MYH6', 'MYH7', 'MYH8', 'MYH9', 'MYH10', 'MYH11', 'MYL1', 'MYL6', 'MYH13', 'MYO1C', 'MYO1E', 'MYH14', 'MYO9B', 'MYH7B', 'MYL6B', 'MYO1F', 'MYO1B', 'TNNT2']	0.575	Molecular Function
GO:0004197	cysteine-type endopeptidase activity	molecular_function	1.7113994765769608e-06	8.19779155868019e-05	30	4582	59	['ATG4A', 'BLMH', 'USP14', 'LGMN', 'USP10', 'USP5', 'CTSF', 'TINAG', 'SFRP1', 'ATG4B', 'CASP14', 'USP11', 'USP9X', 'UCHL1', 'CTSC', 'USP7', 'CASP3', 'CASP6', 'CTSB', 'CTSD', 'USP15', 'CTSH', 'CTSK', 'CTSL', 'CTSV', 'PDIA3', 'CTSO', 'CTSS', 'CTSW', 'CTSZ']	0.5084745762711864	Molecular Function
GO:0031625	ubiquitin protein ligase binding	molecular_function	1.7362254957617112e-06	8.226311886984021e-05	93	4582	267	['ATP6V0C', 'ERBB3', 'UBE2K', 'STUB1', 'AUP1', 'PSMA3', 'TNFRSF14', 'ACTG1', 'PSMD1', 'GABARAPL2', 'RNF40', 'TSG101', 'HSPBP1', 'DBT', 'HM13', 'NDUFS2', 'CKB', 'NEDD8', 'RPL23', 'YOD1', 'FAF2', 'UBE2L3', 'UBE2N', 'CLU', 'SUMO1', 'SQSTM1', 'UCHL1', 'NAE1', 'FBXO7', 'NGFR', 'UQCRC1', 'FHIT', 'DNAJB2', 'SNX9', 'DNAJA1', 'HSPA1A', 'HSPA5', 'BAG6', 'HSPA8', 'HSPA9', 'VCL', 'VCP', 'HSP90AA1', 'RBX1', 'HSP90AB1', 'HSPD1', 'CUL4B', 'CUL4A', 'CUL3', 'CUL2', 'CUL1', 'GPI', 'UBE2J1', 'RALB', 'ELOB', 'SLC25A5', 'TCP1', 'CALR', 'GPR37', 'POLR2A', 'RTN4', 'BAG5', 'OTUB1', 'TUBB', 'DNM1L', 'CCT2', 'SCAMP3', 'UBXN1', 'XRCC5', 'CBS', 'YWHAE', 'YWHAZ', 'PRDX6', 'FAF1', 'CUL5', 'GLMN', 'LRPPRC', 'ARRB1', 'EGFR', 'TRIM28', 'PA2G4', 'PRKAR1A', 'PRKAR2A', 'PRKAR2B', 'LTBR', 'CTNNB1', 'CACYBP', 'TNFRSF1B', 'PCBP2', 'RPA2', 'RPL5', 'RPL11', 'TPI1']	0.34831460674157305	Molecular Function
GO:0004602	glutathione peroxidase activity	molecular_function	2.132964488757753e-06	9.997410974725854e-05	15	4582	21	['MGST1', 'GSTM2', 'MGST2', 'MGST3', 'GSTK1', 'GSTP1', 'CLIC2', 'GSTZ1', 'CP', 'PRDX6', 'GSTA1', 'GPX1', 'GPX2', 'GPX3', 'GPX4']	0.7142857142857143	Molecular Function
GO:0051287	NAD binding	molecular_function	2.583657067810053e-06	0.00011854906482720021	10	4582	11	['BDH2', 'ME1', 'NNT', 'CTBP1', 'HPGD', 'ALDH1A1', 'ALDH2', 'ALDH1B1', 'SORD', 'ADH4']	0.9090909090909091	Molecular Function
GO:0032396	inhibitory MHC class I receptor activity	molecular_function	2.583657067810053e-06	0.00011854906482720021	10	4582	11	['LILRA6', 'LILRA5', 'LILRB1', 'LILRB5', 'LILRB2', 'LILRA1', 'LILRB3', 'LILRA2', 'LILRA4', 'LILRB4']	0.9090909090909091	Molecular Function
GO:0019838	growth factor binding	molecular_function	2.964582749049044e-06	0.00013461058544900816	17	4582	26	['NRP2', 'A2M', 'GHR', 'KIT', 'LIFR', 'OSMR', 'KDR', 'FGFBP2', 'ERBB2', 'ERBB3', 'FLT1', 'FLT3', 'FLT4', 'IL6ST', 'CSF1R', 'NRP1', 'FGFBP1']	0.6538461538461539	Molecular Function
GO:0044548	S100 protein binding	molecular_function	3.2350290706580656e-06	0.00014537620328864442	11	4582	13	['S100A6', 'EZR', 'ATP2A2', 'S100A11', 'S100B', 'ANXA2', 'AGER', 'AHNAK', 'ANXA11', 'IQGAP1', 'S100A1']	0.8461538461538461	Molecular Function
GO:0000774	adenyl-nucleotide exchange factor activity	molecular_function	3.3220453914800713e-06	0.0001462706652672892	12	4582	15	['PFN1', 'HSPA4L', 'HSPA4', 'CCAR2', 'GRPEL1', 'SIL1', 'HSPH1', 'BAG5', 'BAG3', 'BAG2', 'HYOU1', 'HSPBP1']	0.8	Molecular Function
GO:0034185	apolipoprotein binding	molecular_function	3.3220453914800713e-06	0.0001462706652672892	12	4582	15	['LRP8', 'HSPD1', 'LRP1', 'MAPT', 'VLDLR', 'LPA', 'LIPC', 'LPL', 'PCSK9', 'PLG', 'LILRB4', 'APP']	0.8	Molecular Function
GO:0019003	GDP binding	molecular_function	3.6103041239901292e-06	0.00015737315676472974	29	4582	58	['RAB10', 'RALB', 'RAB35', 'RAN', 'ARL3', 'RAP1B', 'RAB18', 'RAP2B', 'RAB8B', 'RAB7A', 'GBP1', 'GNAI1', 'GNAI3', 'RRAS', 'NME1', 'NME2', 'RAB14', 'NME3', 'DNM1', 'RAB21', 'RAB2A', 'RAB4A', 'RAB5A', 'RAB5B', 'RAB27B', 'RAB5C', 'RHEB', 'RAB8A', 'ARF6']	0.5	Molecular Function
GO:0005507	copper ion binding	molecular_function	5.518730881405535e-06	0.00023817968229749233	21	4582	37	['GPC1', 'S100A12', 'CUTA', 'S100A13', 'COA6', 'AOC1', 'ANG', 'LOX', 'PARK7', 'AOC2', 'AOC3', 'PAM', 'COX17', 'APOA4', 'DBH', 'ATOX1', 'SNCA', 'CCS', 'PRNP', 'SOD1', 'SOD3']	0.5675675675675675	Molecular Function
GO:0001849	complement component C1q complex binding	molecular_function	5.96494736519662e-06	0.00025491378004796145	8	4582	8	['C1QBP', 'APCS', 'CD93', 'CALR', 'PTX3', 'C4A', 'MEGF10', 'CRP']	1.0	Molecular Function
GO:0005319	lipid transporter activity	molecular_function	6.25084295252726e-06	0.0002645381012627798	19	4582	32	['APOM', 'FABP7', 'STARD10', 'APOF', 'APOL3', 'MTTP', 'GM2A', 'APOA2', 'APOA4', 'NPC2', 'APOC4', 'APOE', 'FABP4', 'FABP1', 'FABP2', 'FABP3', 'FABP5', 'FABP6', 'CFHR4']	0.59375	Molecular Function
GO:0061608	nuclear import signal receptor activity	molecular_function	6.915740677112377e-06	0.0002898626308801236	14	4582	20	['KPNA4', 'TNPO1', 'IPO5', 'IPO7', 'TNPO3', 'TNPO2', 'KPNA6', 'KPNA3', 'IPO4', 'IPO9', 'NUTF2', 'KPNB1', 'KPNA2', 'IPO8']	0.7	Molecular Function
GO:0030145	manganese ion binding	molecular_function	8.09821606522612e-06	0.0003361916555078158	27	4582	54	['XYLT2', 'FAM20C', 'MGAT1', 'MGAT2', 'MGAT5', 'IMPA1', 'GALNT1', 'GALNT2', 'GALNT3', 'NUDT3', 'ABO', 'NUDT16', 'GYG1', 'FEN1', 'XXYLT1', 'POMGNT1', 'ENDOU', 'HMGCL', 'XPNPEP1', 'IDI1', 'ME1', 'PCK1', 'PCK2', 'GALNT4', 'SOD2', 'B4GALT1', 'ARG1']	0.5	Molecular Function
