group_name	group_id	subgroup_name	subgroup_id	reactome_id	pathway_name	n_genes	neutrophil_total	monocyte_total
Metabolism of RNA	R-HSA-8953854	tRNA processing	R-HSA-72306	R-HSA-6784531	tRNA processing in the nucleus	2.0000	0.0703	0.2729
Metabolism of RNA	R-HSA-8953854	tRNA processing	R-HSA-72306	R-HSA-6782861	Synthesis of wybutosine at G37 of tRNA(Phe)	1.0000	0.0018	0.0269
Metabolism of proteins	R-HSA-392499	Amyloid fiber formation	R-HSA-977225	R-HSA-977225	Amyloid fiber formation	1.0000	0.0163	0.0593
Metabolism of proteins	R-HSA-392499	Metabolism of proteins	R-HSA-392499	R-HSA-392499	Metabolism of proteins	249.0000	31.4782	96.5509
Metabolism of proteins	R-HSA-392499	Mitochondrial protein degradation	R-HSA-9837999	R-HSA-9837999	Mitochondrial protein degradation	97.0000	17.2977	52.0913
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-597592	Post-translational protein modification	32.0000	2.6307	7.9390
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-5688426	Deubiquitination	14.0000	1.8485	4.6440
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-5689880	Ub-specific processing proteases	12.0000	1.7206	4.2874
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-9857492	Protein lipoylation	10.0000	0.2007	1.2894
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-446203	Asparagine N-linked glycosylation	3.0000	0.1797	0.5993
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-8951664	Neddylation	2.0000	0.1531	0.3066
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-948021	Transport to the Golgi and subsequent modification	2.0000	0.1797	0.5962
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-8876725	Protein methylation	2.0000	0.0637	0.3819
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-199977	ER to Golgi Anterograde Transport	2.0000	0.1797	0.5962
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-204005	COPII-mediated vesicle transport	1.0000	0.0256	0.1218
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	1.0000	0.0000	0.0031
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	1.0000	0.0000	0.0031
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-4085001	Sialic acid metabolism	1.0000	0.0000	0.0031
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-5689877	Josephin domain DUBs	1.0000	0.0163	0.0593
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-5689896	Ovarian tumor domain proteases	1.0000	0.1115	0.2973
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-6807878	COPI-mediated anterograde transport	1.0000	0.1541	0.4744
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-2990846	SUMOylation	1.0000	0.1187	0.6925
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	1.0000	0.1187	0.6925
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-8873719	RAB geranylgeranylation	1.0000	0.0946	0.0936
Metabolism of proteins	R-HSA-392499	Post-translational protein modification	R-HSA-597592	R-HSA-3899300	SUMOylation of transcription cofactors	1.0000	0.1187	0.6925
Metabolism of proteins	R-HSA-392499	Protein folding	R-HSA-391251	R-HSA-389977	Post-chaperonin tubulin folding pathway	1.0000	0.0058	0.0974
Metabolism of proteins	R-HSA-392499	Protein folding	R-HSA-391251	R-HSA-391251	Protein folding	1.0000	0.0058	0.0974
Metabolism of proteins	R-HSA-392499	Protein repair	R-HSA-5676934	R-HSA-5676934	Protein repair	3.0000	0.8954	0.6416
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-72766	Translation	130.0000	19.7738	56.0906
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-5368287	Mitochondrial translation	110.0000	18.7176	52.9565
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-5419276	Mitochondrial translation termination	100.0000	18.2443	50.8312
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-9937383	Mitochondrial ribosome-associated quality control	87.0000	2.0235	16.8897
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-5389840	Mitochondrial translation elongation	86.0000	1.9959	16.9026
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-5368286	Mitochondrial translation initiation	86.0000	2.2897	16.8173
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-379724	tRNA Aminoacylation	20.0000	1.0562	3.1341
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-379726	Mitochondrial tRNA aminoacylation	20.0000	1.0562	3.1341
Metabolism of proteins	R-HSA-392499	Translation	R-HSA-72766	R-HSA-379716	Cytosolic tRNA aminoacylation	2.0000	0.1365	0.6272
Muscle contraction	R-HSA-397014	Cardiac conduction	R-HSA-5576891	R-HSA-5578775	Ion homeostasis	3.0000	0.5457	1.0207
Muscle contraction	R-HSA-397014	Cardiac conduction	R-HSA-5576891	R-HSA-5576891	Cardiac conduction	3.0000	0.5457	1.0207
Muscle contraction	R-HSA-397014	Muscle contraction	R-HSA-397014	R-HSA-397014	Muscle contraction	4.0000	0.6881	2.1429
Muscle contraction	R-HSA-397014	Smooth Muscle Contraction	R-HSA-445355	R-HSA-445355	Smooth Muscle Contraction	1.0000	0.1424	1.1222
Neuronal System	R-HSA-112316	Neuronal System	R-HSA-112316	R-HSA-112316	Neuronal System	9.0000	1.6155	3.7186
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-112315	Transmission across Chemical Synapses	9.0000	1.6155	3.7186
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-112310	Neurotransmitter release cycle	5.0000	1.0430	1.0861
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-112311	Neurotransmitter clearance	3.0000	0.5183	2.0395
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-916853	Degradation of GABA	2.0000	0.1859	0.2358
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-888590	GABA synthesis, release, reuptake and degradation	2.0000	0.1859	0.2358
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	2.0000	0.4212	0.9025
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-380615	Serotonin clearance from the synaptic cleft	2.0000	0.5094	1.4318
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-380612	Metabolism of serotonin	2.0000	0.5094	1.4318
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-379401	Dopamine clearance from the synaptic cleft	2.0000	0.3758	0.9173
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-379398	Enzymatic degradation of Dopamine by monoamine oxidase	2.0000	0.3758	0.9173
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-379397	Enzymatic degradation of dopamine by COMT	2.0000	0.3758	0.9173
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-210500	Glutamate Neurotransmitter Release Cycle	2.0000	0.4901	0.5407
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	1.0000	0.3670	0.3096
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-416993	Trafficking of GluR2-containing AMPA receptors	1.0000	0.0103	0.2806
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-438064	Post NMDA receptor activation events	1.0000	0.4109	0.6219
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-442720	CREB1 phosphorylation through the activation of Adenylate Cyclase	1.0000	0.4109	0.6219
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-442755	Activation of NMDA receptors and postsynaptic events	1.0000	0.4109	0.6219
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	1.0000	0.0103	0.2806
Neuronal System	R-HSA-112316	Transmission across Chemical Synapses	R-HSA-112315	R-HSA-399719	Trafficking of AMPA receptors	1.0000	0.0103	0.2806
Organelle biogenesis and maintenance	R-HSA-1852241	Cilium Assembly	R-HSA-5617833	R-HSA-9975921	Assembly of the 9+0 primary cilium	2.0000	0.4258	0.6727
Organelle biogenesis and maintenance	R-HSA-1852241	Cilium Assembly	R-HSA-5617833	R-HSA-5620912	Anchoring of the basal body to the plasma membrane	2.0000	0.4258	0.6727
Organelle biogenesis and maintenance	R-HSA-1852241	Cilium Assembly	R-HSA-5617833	R-HSA-5617833	Cilium Assembly	2.0000	0.4258	0.6727
Organelle biogenesis and maintenance	R-HSA-1852241	Mitochondrial biogenesis	R-HSA-1592230	R-HSA-1592230	Mitochondrial biogenesis	48.0000	9.5471	26.4890
Organelle biogenesis and maintenance	R-HSA-1852241	Mitochondrial biogenesis	R-HSA-1592230	R-HSA-8949613	Cristae formation	31.0000	6.4017	22.7350
Organelle biogenesis and maintenance	R-HSA-1852241	Mitochondrial biogenesis	R-HSA-1592230	R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	18.0000	3.2846	4.6611
Organelle biogenesis and maintenance	R-HSA-1852241	Organelle biogenesis and maintenance	R-HSA-1852241	R-HSA-1852241	Organelle biogenesis and maintenance	50.0000	9.9729	27.1617
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-109581	Apoptosis	18.0000	2.2604	4.5448
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-109606	Intrinsic Pathway for Apoptosis	15.0000	2.0481	3.4411
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111471	Apoptotic factor-mediated response	8.0000	0.3696	1.6339
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	6.0000	1.0788	1.4204
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111469	SMAC, XIAP-regulated apoptotic response	5.0000	0.2336	0.7261
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-114452	Activation of BH3-only proteins	5.0000	0.9455	1.2079
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111457	Release of apoptotic factors from the mitochondria	5.0000	0.1791	1.0192
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes	4.0000	0.2332	0.7188
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111461	Cytochrome c-mediated apoptotic response	4.0000	0.2332	0.7188
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111463	SMAC (DIABLO) binds to IAPs	4.0000	0.2332	0.7188
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-75153	Apoptotic execution phase	3.0000	0.7536	0.9937
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111458	Formation of apoptosome	3.0000	0.1359	0.5437
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	3.0000	0.7870	0.6926
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	3.0000	0.2147	0.6945
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-9627069	Regulation of the apoptosome activity	3.0000	0.1359	0.5437
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	2.0000	1.3440	1.0511
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	2.0000	0.6971	0.5619
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-114294	Activation, translocation and oligomerization of BAX	2.0000	0.8584	1.1718
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-169911	Regulation of Apoptosis	2.0000	0.1557	0.6719
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	2.0000	0.1872	0.3059
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111447	Activation of BAD and translocation to mitochondria	2.0000	0.7516	0.7168
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111465	Apoptotic cleavage of cellular proteins	2.0000	0.6971	0.5619
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111452	Activation and oligomerization of BAK protein	2.0000	0.7626	0.7558
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-211736	Stimulation of the cell death response by PAK-2p34	1.0000	0.0973	0.1751
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-139915	Activation of PUMA and translocation to mitochondria	1.0000	0.0741	0.0946
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-140342	Apoptosis induced DNA fragmentation	1.0000	0.0973	0.1751
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111448	Activation of NOXA and translocation to mitochondria	1.0000	0.0273	0.0455
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-111446	Activation of BIM and translocation to mitochondria	1.0000	0.0925	0.3511
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	1.0000	0.5998	0.3868
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-69416	Dimerization of procaspase-8	1.0000	0.5998	0.3868
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-3371378	Regulation by c-FLIP	1.0000	0.5998	0.3868
Programmed Cell Death	R-HSA-5357801	Apoptosis	R-HSA-109581	R-HSA-351906	Apoptotic cleavage of cell adhesion  proteins	1.0000	0.0973	0.1751
Programmed Cell Death	R-HSA-5357801	Programmed Cell Death	R-HSA-5357801	R-HSA-5357801	Programmed Cell Death	19.0000	2.2767	4.6041
Programmed Cell Death	R-HSA-5357801	Regulated Necrosis	R-HSA-5218859	R-HSA-5218859	Regulated Necrosis	6.0000	0.8736	1.6088
Programmed Cell Death	R-HSA-5357801	Regulated Necrosis	R-HSA-5218859	R-HSA-5620971	Pyroptosis	4.0000	0.2575	1.1627
Programmed Cell Death	R-HSA-5357801	Regulated Necrosis	R-HSA-5218859	R-HSA-5213460	RIPK1-mediated regulated necrosis	2.0000	0.6161	0.4461
Programmed Cell Death	R-HSA-5357801	Regulated Necrosis	R-HSA-5218859	R-HSA-5675482	Regulation of necroptotic cell death	2.0000	0.6161	0.4461
Programmed Cell Death	R-HSA-5357801	Regulated Necrosis	R-HSA-5218859	R-HSA-5218900	CASP8 activity is inhibited	1.0000	0.5998	0.3868
Protein localization	R-HSA-9609507	Class I peroxisomal membrane protein import	R-HSA-9603798	R-HSA-9603798	Class I peroxisomal membrane protein import	10.0000	0.2998	1.4557
Protein localization	R-HSA-9609507	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	R-HSA-9609523	R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	1.0000	0.0165	0.1861
Protein localization	R-HSA-9609507	Mitochondrial protein import	R-HSA-1268020	R-HSA-1268020	Mitochondrial protein import	64.0000	3.1259	17.1486
Protein localization	R-HSA-9609507	Peroxisomal protein import	R-HSA-9033241	R-HSA-9033241	Peroxisomal protein import	22.0000	0.9756	4.3745
Protein localization	R-HSA-9609507	Peroxisomal protein import	R-HSA-9033241	R-HSA-9033500	TYSND1 cleaves peroxisomal proteins	4.0000	0.3700	1.5015
Protein localization	R-HSA-9609507	Protein localization	R-HSA-9609507	R-HSA-9609507	Protein localization	96.0000	4.4013	22.9787
Reproduction	R-HSA-1474165	Reproduction	R-HSA-1474165	R-HSA-1474165	Reproduction	1.0000	0.2092	0.3185
Sensory Perception	R-HSA-9709957	Sensory Perception	R-HSA-9709957	R-HSA-9709957	Sensory Perception	2.0000	0.0084	0.0134
Sensory Perception	R-HSA-9709957	Visual phototransduction	R-HSA-2187338	R-HSA-2187338	Visual phototransduction	2.0000	0.0084	0.0134
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-73887	Death Receptor Signaling	3.0000	0.7896	0.9129
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-193704	p75 NTR receptor-mediated signalling	2.0000	0.1898	0.5262
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	2.0000	0.1898	0.5262
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-193648	NRAGE signals death through JNK	1.0000	0.0925	0.3511
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-205025	NADE modulates death signalling	1.0000	0.0973	0.1751
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-5357786	TNFR1-induced proapoptotic signaling	1.0000	0.5998	0.3868
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-5357905	Regulation of TNFR1 signaling	1.0000	0.5998	0.3868
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-75893	TNF signaling	1.0000	0.5998	0.3868
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-75158	TRAIL  signaling	1.0000	0.5998	0.3868
Signal Transduction	R-HSA-162582	Death Receptor Signaling	R-HSA-73887	R-HSA-75157	FasL/ CD95L signaling	1.0000	0.5998	0.3868
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-9006925	Intracellular signaling by second messengers	4.0000	0.6320	1.1687
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-1489509	DAG and IP3 signaling	2.0000	0.5401	1.0158
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-1257604	PIP3 activates AKT signaling	2.0000	0.0920	0.1529
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-199418	Negative regulation of the PI3K/AKT network	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-198323	AKT phosphorylates targets in the cytosol	1.0000	0.0899	0.1307
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-111931	PKA-mediated phosphorylation of CREB	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-111933	Calmodulin induced events	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-111997	CaM pathway	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Intracellular signaling by second messengers	R-HSA-9006925	R-HSA-163615	PKA activation	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	MAPK family signaling cascades	R-HSA-5683057	R-HSA-5683057	MAPK family signaling cascades	4.0000	1.0583	1.7960
Signal Transduction	R-HSA-162582	MAPK family signaling cascades	R-HSA-5683057	R-HSA-9648002	RAS processing	3.0000	0.6474	1.1741
Signal Transduction	R-HSA-162582	MAPK family signaling cascades	R-HSA-5683057	R-HSA-5684996	MAPK1/MAPK3 signaling	3.0000	0.6474	1.1741
Signal Transduction	R-HSA-162582	MAPK family signaling cascades	R-HSA-5683057	R-HSA-5673001	RAF/MAP kinase cascade	3.0000	0.6474	1.1741
Signal Transduction	R-HSA-162582	MAPK family signaling cascades	R-HSA-5683057	R-HSA-5687128	MAPK6/MAPK4 signaling	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signal Transduction	R-HSA-162582	R-HSA-162582	Signal Transduction	52.0000	5.9263	11.5828
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-372790	Signaling by GPCR	5.0000	0.6734	1.5530
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-388396	GPCR downstream signalling	4.0000	0.6679	1.3294
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-418594	G alpha (i) signalling events	3.0000	0.5474	1.2744
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-500792	GPCR ligand binding	2.0000	0.0129	0.4822
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-375276	Peptide ligand-binding receptors	2.0000	0.0129	0.4822
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-418555	G alpha (s) signalling events	2.0000	0.5314	0.6769
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	2.0000	0.0129	0.4822
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-112043	PLC beta mediated events	2.0000	0.5401	1.0158
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-112040	G-protein mediated events	2.0000	0.5401	1.0158
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-111885	Opioid Signalling	2.0000	0.5401	1.0158
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-180024	DARPP-32 events	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-9634597	GPER1 signaling	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-111996	Ca-dependent events	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by GPCR	R-HSA-372790	R-HSA-444473	Formyl peptide receptors bind formyl peptides and many other ligands	1.0000	0.0074	0.2585
Signal Transduction	R-HSA-162582	Signaling by Hedgehog	R-HSA-5358351	R-HSA-5358351	Signaling by Hedgehog	2.0000	0.4198	0.6258
Signal Transduction	R-HSA-162582	Signaling by Hedgehog	R-HSA-5358351	R-HSA-5610787	Hedgehog 'off' state	2.0000	0.4198	0.6258
Signal Transduction	R-HSA-162582	Signaling by Hedgehog	R-HSA-5358351	R-HSA-5610780	Degradation of GLI1 by the proteasome	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by Hedgehog	R-HSA-5358351	R-HSA-5610783	Degradation of GLI2 by the proteasome	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by Hedgehog	R-HSA-5358351	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	1.0000	0.4109	0.6219
Signal Transduction	R-HSA-162582	Signaling by Hippo	R-HSA-2028269	R-HSA-2028269	Signaling by Hippo	1.0000	0.0973	0.1751
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9006931	Signaling by Nuclear Receptors	16.0000	0.9723	2.0900
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-5362517	Signaling by Retinoic Acid	13.0000	0.9606	1.9703
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-5365859	RA biosynthesis pathway	3.0000	0.0055	0.2088
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-8939211	ESR-mediated signaling	2.0000	0.0106	0.0919
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9018519	Estrogen-dependent gene expression	2.0000	0.0106	0.0919
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	1.0000	0.0074	0.0525
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9029558	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	1.0000	0.0011	0.0278
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	1.0000	0.0011	0.0278
Signal Transduction	R-HSA-162582	Signaling by Nuclear Receptors	R-HSA-9006931	R-HSA-9009391	Extra-nuclear estrogen signaling	1.0000	0.0074	0.0525
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	5.0000	0.6818	1.8284
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-4420097	VEGFA-VEGFR2 Pathway	3.0000	0.5422	1.0380
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-194138	Signaling by VEGF	3.0000	0.5422	1.0380
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-74752	Signaling by Insulin receptor	2.0000	0.0275	0.3051
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-112399	IRS-mediated signalling	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-109704	PI3K Cascade	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-165158	Activation of AKT2	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-166520	Signaling by NTRKs	1.0000	0.1142	0.5075
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-5218920	VEGFR2 mediated vascular permeability	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-5218921	VEGFR2 mediated cell proliferation	1.0000	0.1292	0.3939
