group_name	group_id	subgroup_name	subgroup_id	reactome_id	pathway_name	n_genes	neutrophil_total	monocyte_total
Autophagy	R-HSA-9612973	Autophagy	R-HSA-9612973	R-HSA-9612973	Autophagy	20.0000	1.9462	6.0464
Autophagy	R-HSA-9612973	Chaperone Mediated Autophagy	R-HSA-9613829	R-HSA-9613829	Chaperone Mediated Autophagy	1.0000	0.1187	0.6925
Autophagy	R-HSA-9612973	Late endosomal microautophagy	R-HSA-9615710	R-HSA-9615710	Late endosomal microautophagy	1.0000	0.1187	0.6925
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-1632852	Macroautophagy	20.0000	1.9462	6.0464
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-9663891	Selective autophagy	20.0000	1.9462	6.0464
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-5205647	Mitophagy	17.0000	1.4764	4.8517
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-5205685	PINK1-PRKN Mediated Mitophagy	15.0000	1.4653	4.7644
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-9646399	Aggrephagy	2.0000	0.1350	0.7518
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-8934903	Receptor Mediated Mitophagy	2.0000	0.0112	0.0873
Autophagy	R-HSA-9612973	Macroautophagy	R-HSA-1632852	R-HSA-9664873	Pexophagy	2.0000	0.3511	0.5022
Cell Cycle	R-HSA-1640170	Cell Cycle	R-HSA-1640170	R-HSA-1640170	Cell Cycle	4.0000	0.6438	0.9693
Cell Cycle	R-HSA-1640170	Cell Cycle Checkpoints	R-HSA-69620	R-HSA-69473	G2/M DNA damage checkpoint	2.0000	0.2307	0.3447
Cell Cycle	R-HSA-1640170	Cell Cycle Checkpoints	R-HSA-69620	R-HSA-69481	G2/M Checkpoints	2.0000	0.2307	0.3447
Cell Cycle	R-HSA-1640170	Cell Cycle Checkpoints	R-HSA-69620	R-HSA-69620	Cell Cycle Checkpoints	2.0000	0.2307	0.3447
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-69278	Cell Cycle, Mitotic	2.0000	0.4324	0.6481
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-453274	Mitotic G2-G2/M phases	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-69275	G2/M Transition	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-69242	S Phase	1.0000	0.0215	0.0262
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-68886	M Phase	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-68877	Mitotic Prometaphase	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-8854518	AURKA Activation by TPX2	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-380259	Loss of Nlp from mitotic centrosomes	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Cell Cycle, Mitotic	R-HSA-69278	R-HSA-380287	Centrosome maturation	1.0000	0.4109	0.6219
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-73886	Chromosome Maintenance	2.0000	0.0237	0.0289
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-180786	Extension of Telomeres	2.0000	0.0237	0.0289
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-157579	Telomere Maintenance	2.0000	0.0237	0.0289
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-174437	Removal of the Flap Intermediate from the C-strand	1.0000	0.0215	0.0262
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-171319	Telomere Extension By Telomerase	1.0000	0.0022	0.0026
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-174414	Processive synthesis on the C-strand of the telomere	1.0000	0.0215	0.0262
Cell Cycle	R-HSA-1640170	Chromosome Maintenance	R-HSA-73886	R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	1.0000	0.0215	0.0262
Cell Cycle	R-HSA-1640170	Meiosis	R-HSA-1500620	R-HSA-1500620	Meiosis	1.0000	0.2092	0.3185
Cell Cycle	R-HSA-1640170	Meiosis	R-HSA-1500620	R-HSA-912446	Meiotic recombination	1.0000	0.2092	0.3185
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to mechanical stimuli	R-HSA-9855142	R-HSA-9860931	Response of endothelial cells to shear stress	1.0000	0.4109	0.6219
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to mechanical stimuli	R-HSA-9855142	R-HSA-9856530	High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	1.0000	0.4109	0.6219
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to mechanical stimuli	R-HSA-9855142	R-HSA-9855142	Cellular responses to mechanical stimuli	1.0000	0.4109	0.6219
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stimuli	R-HSA-8953897	R-HSA-8953897	Cellular responses to stimuli	52.0000	15.1826	37.3678
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-2262752	Cellular responses to stress	51.0000	14.7717	36.7459
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9711123	Cellular response to chemical stress	38.0000	13.7543	33.2977
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9707564	Cytoprotection by HMOX1	22.0000	8.7164	24.5974
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-3299685	Detoxification of Reactive Oxygen Species	14.0000	4.8964	8.7558
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9841251	Mitochondrial unfolded protein response (UPRmt)	8.0000	3.1202	3.2669
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9840373	Cellular response to mitochondrial stress	5.0000	0.6397	1.6024
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9755511	KEAP1-NFE2L2 pathway	5.0000	1.1950	1.5274
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9759194	Nuclear events mediated by NFE2L2	4.0000	1.1667	1.4593
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9818030	NFE2L2 regulating tumorigenic genes	2.0000	0.1407	0.2650
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes	2.0000	1.0260	1.1943
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	1.0000	0.0429	0.1500
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-1234174	Cellular response to hypoxia	1.0000	0.0429	0.1500
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-3371453	Regulation of HSF1-mediated heat shock response	1.0000	0.2012	0.6030
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-3371556	Cellular response to heat stress	1.0000	0.2012	0.6030
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-381119	Unfolded Protein Response (UPR)	1.0000	0.0382	0.3351
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-381070	IRE1alpha activates chaperones	1.0000	0.0382	0.3351
Cellular responses to stimuli	R-HSA-8953897	Cellular responses to stress	R-HSA-2262752	R-HSA-381038	XBP1(S) activates chaperone genes	1.0000	0.0382	0.3351
Circadian clock	R-HSA-9909396	BMAL1:CLOCK,NPAS2 activates circadian expression	R-HSA-1368108	R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian expression	1.0000	0.0956	0.1963
Circadian clock	R-HSA-9909396	Circadian clock	R-HSA-9909396	R-HSA-9909396	Circadian clock	3.0000	0.2651	0.7742
Circadian clock	R-HSA-9909396	Degradation of CRY and PER proteins	R-HSA-9932298	R-HSA-9932298	Degradation of CRY and PER proteins	1.0000	0.0951	0.1414
Circadian clock	R-HSA-9909396	Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	R-HSA-9931510	R-HSA-9931510	Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	1.0000	0.0951	0.1414
Circadian clock	R-HSA-9909396	Phosphorylation and nuclear translocation of the CRY:PER:kinase complex	R-HSA-9931530	R-HSA-9931530	Phosphorylation and nuclear translocation of the CRY:PER:kinase complex	1.0000	0.0951	0.1414
Circadian clock	R-HSA-9909396	RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	R-HSA-9933387	R-HSA-9933387	RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	1.0000	0.0745	0.4365
Circadian clock	R-HSA-9909396	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	R-HSA-9931521	R-HSA-9931521	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	1.0000	0.0951	0.1414
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73884	Base Excision Repair	7.0000	0.1385	0.7254
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73933	Resolution of Abasic Sites (AP sites)	7.0000	0.1385	0.7254
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110357	Displacement of DNA glycosylase by APEX1	5.0000	0.0378	0.5092
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73929	Base-Excision Repair, AP Site Formation	4.0000	0.0324	0.1669
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110381	Resolution of AP sites via the single-nucleotide replacement pathway	3.0000	0.1060	0.5584
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73928	Depyrimidination	3.0000	0.0315	0.1550
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	3.0000	0.0315	0.1550
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110329	Cleavage of the damaged pyrimidine	3.0000	0.0315	0.1550
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	3.0000	0.1310	0.3258
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73927	Depurination	2.0000	0.0312	0.1216
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2.0000	0.0850	0.4887
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110331	Cleavage of the damaged purine	2.0000	0.0312	0.1216
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	2.0000	0.0850	0.4887
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	2.0000	0.0850	0.4887
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	2.0000	0.0850	0.4887
DNA Repair	R-HSA-73894	Base Excision Repair	R-HSA-73884	R-HSA-110330	Recognition and association of DNA glycosylase with site containing an affected purine	2.0000	0.0312	0.1216
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693532	DNA Double-Strand Break Repair	4.0000	0.2658	0.4241
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693538	Homology Directed Repair	4.0000	0.2658	0.4241
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693607	Processing of DNA double-strand break ends	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5693537	Resolution of D-Loop Structures	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5685942	HDR through Homologous Recombination (HRR)	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5685938	HDR through Single Strand Annealing (SSA)	2.0000	0.2307	0.3447
DNA Repair	R-HSA-73894	DNA Double-Strand Break Repair	R-HSA-5693532	R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	2.0000	0.0351	0.0794
DNA Repair	R-HSA-73894	DNA Repair	R-HSA-73894	R-HSA-73894	DNA Repair	10.0000	0.3833	1.0798
DNA Repair	R-HSA-73894	Nucleotide Excision Repair	R-HSA-5696398	R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	1.0000	0.0210	0.0697
DNA Repair	R-HSA-73894	Nucleotide Excision Repair	R-HSA-5696398	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	1.0000	0.0210	0.0697
DNA Repair	R-HSA-73894	Nucleotide Excision Repair	R-HSA-5696398	R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	1.0000	0.0210	0.0697
DNA Repair	R-HSA-73894	Nucleotide Excision Repair	R-HSA-5696398	R-HSA-5696398	Nucleotide Excision Repair	1.0000	0.0210	0.0697
DNA Repair	R-HSA-73894	Nucleotide Excision Repair	R-HSA-5696398	R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	1.0000	0.0210	0.0697
DNA Replication	R-HSA-69306	DNA Replication	R-HSA-69306	R-HSA-69306	DNA Replication	11.0000	0.4963	1.6407
DNA Replication	R-HSA-69306	Strand-asynchronous mitochondrial DNA replication	R-HSA-9913635	R-HSA-9913635	Strand-asynchronous mitochondrial DNA replication	10.0000	0.4748	1.6145
DNA Replication	R-HSA-69306	Synthesis of DNA	R-HSA-69239	R-HSA-69239	Synthesis of DNA	1.0000	0.0215	0.0262
DNA Replication	R-HSA-69306	Synthesis of DNA	R-HSA-69239	R-HSA-69190	DNA strand elongation	1.0000	0.0215	0.0262
DNA Replication	R-HSA-69306	Synthesis of DNA	R-HSA-69239	R-HSA-69186	Lagging Strand Synthesis	1.0000	0.0215	0.0262
DNA Replication	R-HSA-69306	Synthesis of DNA	R-HSA-69239	R-HSA-69183	Processive synthesis on the lagging strand	1.0000	0.0215	0.0262
DNA Replication	R-HSA-69306	Synthesis of DNA	R-HSA-69239	R-HSA-69166	Removal of the Flap Intermediate	1.0000	0.0215	0.0262
Developmental Biology	R-HSA-1266738	Adipogenesis	R-HSA-9843745	R-HSA-9843743	Transcriptional regulation of brown and beige adipocyte differentiation	2.0000	0.0002	0.0010
Developmental Biology	R-HSA-1266738	Adipogenesis	R-HSA-9843745	R-HSA-9843745	Adipogenesis	2.0000	0.0002	0.0010
Developmental Biology	R-HSA-1266738	Adipogenesis	R-HSA-9843745	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2	2.0000	0.0002	0.0010
Developmental Biology	R-HSA-1266738	Developmental Biology	R-HSA-1266738	R-HSA-1266738	Developmental Biology	8.0000	2.1764	2.0385
Developmental Biology	R-HSA-1266738	MITF-M-regulated melanocyte development	R-HSA-9730414	R-HSA-9730414	MITF-M-regulated melanocyte development	4.0000	1.7643	1.4107
Developmental Biology	R-HSA-1266738	MITF-M-regulated melanocyte development	R-HSA-9730414	R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis	3.0000	1.7253	1.0840
Developmental Biology	R-HSA-1266738	MITF-M-regulated melanocyte development	R-HSA-9730414	R-HSA-9856651	MITF-M-dependent gene expression	3.0000	1.7253	1.0840
Developmental Biology	R-HSA-1266738	MITF-M-regulated melanocyte development	R-HSA-9730414	R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity	2.0000	0.0799	1.0384
Developmental Biology	R-HSA-1266738	MITF-M-regulated melanocyte development	R-HSA-9730414	R-HSA-9825892	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	1.0000	0.0409	0.7117
Developmental Biology	R-HSA-1266738	Maternal to zygotic transition (MZT)	R-HSA-9816359	R-HSA-9821002	Chromatin modifications during the maternal to zygotic transition (MZT)	1.0000	0.0009	0.0049
Developmental Biology	R-HSA-1266738	Maternal to zygotic transition (MZT)	R-HSA-9816359	R-HSA-9816359	Maternal to zygotic transition (MZT)	1.0000	0.0009	0.0049
Developmental Biology	R-HSA-1266738	Nervous system development	R-HSA-9675108	R-HSA-9675108	Nervous system development	1.0000	0.4109	0.6219
Developmental Biology	R-HSA-1266738	Nervous system development	R-HSA-9675108	R-HSA-422475	Axon guidance	1.0000	0.4109	0.6219
Developmental Biology	R-HSA-1266738	Nervous system development	R-HSA-9675108	R-HSA-9010642	ROBO receptors bind AKAP5	1.0000	0.4109	0.6219
Developmental Biology	R-HSA-1266738	Nervous system development	R-HSA-9675108	R-HSA-8853659	RET signaling	1.0000	0.4109	0.6219
Developmental Biology	R-HSA-1266738	Nervous system development	R-HSA-9675108	R-HSA-376176	Signaling by ROBO receptors	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disease	R-HSA-1643685	R-HSA-1643685	Disease	70.0000	11.0182	16.0346
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9675135	Diseases of DNA repair	5.0000	0.2622	0.5067
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9605308	Diseases of Base Excision Repair	3.0000	0.0315	0.1620
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9709603	Impaired BRCA2 binding to PALB2	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9709570	Impaired BRCA2 binding to RAD51	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9704646	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9704331	Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9701193	Defective homologous recombination repair (HRR) due to PALB2 loss of function	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9701192	Defective homologous recombination repair (HRR) due to BRCA1 loss of function	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	2.0000	0.2307	0.3447
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9630221	Defective NTHL1 substrate processing	1.0000	0.0003	0.0404
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9616333	Defective Base Excision Repair Associated with NTHL1	1.0000	0.0003	0.0404
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9630222	Defective NTHL1 substrate binding	1.0000	0.0003	0.0404
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9657050	Defective OGG1 Localization	1.0000	0.0303	0.1096
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9656256	Defective OGG1 Substrate Processing	1.0000	0.0303	0.1096
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9656255	Defective OGG1 Substrate Binding	1.0000	0.0303	0.1096
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9656249	Defective Base Excision Repair Associated with OGG1	1.0000	0.0303	0.1096
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9608290	Defective MUTYH substrate processing	1.0000	0.0009	0.0119
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9608287	Defective MUTYH substrate binding	1.0000	0.0009	0.0119
Disease	R-HSA-1643685	Diseases of DNA repair	R-HSA-9675135	R-HSA-9605310	Defective Base Excision Repair Associated with MUTYH	1.0000	0.0009	0.0119
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5668914	Diseases of metabolism	37.0000	1.5174	4.1150
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9865118	Diseases of branched-chain amino acid catabolism	13.0000	0.5759	1.9676
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3296482	Defects in vitamin and cofactor metabolism	10.0000	0.4604	1.3095
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	10.0000	0.4355	0.7840
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	6.0000	0.0653	0.9229
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3323169	Defects in biotin (Btn) metabolism	6.0000	0.0653	0.9229
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9865114	Maple Syrup Urine Disease	5.0000	0.2106	0.5168
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9912481	Branched-chain ketoacid dehydrogenase kinase deficiency	5.0000	0.2597	0.7081
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9912529	H139Hfs13* PPM1K causes a mild variant of  MSUD	5.0000	0.2106	0.5168
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3296469	Defects in cobalamin (B12) metabolism	4.0000	0.3951	0.3866
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9955698	Diseases of the urea cycle	4.0000	0.0051	0.0172
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579026	Defective CYP11A1 causes AICSR	4.0000	0.0078	0.2712
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9907570	Loss-of-function mutations in DLD cause MSUD3/DLDD	4.0000	0.2080	0.4420
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9865113	Loss-of-function mutations in DBT cause MSUD2	4.0000	0.2080	0.4420
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9865125	Loss-of-function mutations in BCKDHA or BCKDHB cause MSUD	3.0000	0.0230	0.1514
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9759774	Diseases of mitochondrial beta oxidation	2.0000	0.0300	0.0996
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9759785	Diseases of propionyl-CoA catabolism	2.0000	0.0300	0.0996
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9909438	3-Methylcrotonyl-CoA carboxylase deficiency	2.0000	0.0220	0.2525
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3359478	Defective MUT causes MMAM	2.0000	0.0300	0.0996
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3359475	Defective MMAA causes MMA, cblA type	2.0000	0.0300	0.0996
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5663084	Diseases of carbohydrate metabolism	2.0000	0.0624	0.2892
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9916720	Mitochondrial short-chain enoyl-CoA hydratase deficiency 1	1.0000	0.0035	0.2223
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9915355	Beta-ketothiolase deficiency	1.0000	0.0283	0.1529
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9914355	Isovaleric acidemia	1.0000	0.0117	0.0852
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9914274	3-methylglutaconic aciduria	1.0000	0.1675	0.3180
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9916722	3-hydroxyisobutyryl-CoA hydrolase deficiency	1.0000	0.0806	0.1539
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9956553	OTC main chain variants cause OTC deficiency	1.0000	0.0001	0.0003
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9956551	OTC leader sequence variants cause OTC deficiency	1.0000	0.0001	0.0003
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9956522	OTC variants cause OTC deficiency	1.0000	0.0001	0.0003
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9956508	SLC25A15 variants cause hyperornithinemia-hyperammonemia-homocitrullinemia syndrome	1.0000	0.0017	0.0096
